date,plant_id,product_id,product_type,grade,thickness_mm,length_mm,price_per_ton,promotion,stock_ton,weekday,month,holiday,sales_ton,prev_day_sales_ton,rolling_7d_mean_ton,rolling_30d_mean_ton
2024-12-17,2,18,angle,A,5.0,12000,558.53,0,322.03,1,12,0,8.451,9.179,8.392428571428571,7.948166666666666
2024-12-18,2,18,angle,A,5.0,12000,547.17,0,191.28,2,12,0,8.65,8.451,8.354428571428572,7.972133333333333
2024-12-19,2,18,angle,A,5.0,12000,549.62,0,287.5,3,12,0,8.583,8.65,8.305285714285715,7.9797666666666665
2024-12-20,2,18,angle,A,5.0,12000,489.28,1,200.81,4,12,0,15.007,8.583,9.192714285714287,8.2142
2024-12-21,2,18,angle,A,5.0,12000,559.23,0,174.73,5,12,0,5.338,15.007,9.16,8.128166666666667
2024-12-22,2,18,angle,A,5.0,12000,557.9,0,253.72,6,12,0,5.695,5.338,8.700428571428573,8.0485
2024-12-23,2,18,angle,A,5.0,12000,560.05,0,155.37,0,12,0,9.018,5.695,8.677428571428573,8.188466666666667
2024-12-24,2,18,angle,A,5.0,12000,542.23,0,252.19,1,12,0,8.71,9.018,8.714428571428572,8.323366666666667
2024-12-25,2,18,angle,A,5.0,12000,544.15,0,109.87,2,12,0,9.032,8.71,8.769,8.327333333333334
2024-12-26,2,18,angle,A,5.0,12000,549.89,0,185.68,3,12,0,9.236,9.032,8.862285714285715,8.349866666666665
2024-12-27,2,18,angle,A,5.0,12000,547.25,0,195.63,4,12,0,8.868,9.236,7.985285714285714,8.337833333333334
2024-12-28,2,18,angle,A,5.0,12000,540.45,0,159.26,5,12,0,5.345,8.868,7.986285714285714,8.235933333333334
2024-12-29,2,18,angle,A,5.0,12000,539.51,0,148.91,6,12,0,5.338,5.345,7.935285714285714,8.165733333333334
2024-12-30,2,18,angle,A,5.0,12000,564.72,0,222.23,0,12,0,8.453,5.338,7.854571428571428,8.262433333333334
2023-01-01,2,19,rebar,A,8.0,2000,760.35,0,183.84,6,1,1,6.429,0.0,6.429,6.429
2023-01-02,2,19,rebar,A,8.0,2000,778.41,0,191.46,0,1,1,9.699,6.429,8.064,8.064
2023-01-03,2,19,rebar,A,8.0,2000,774.05,0,177.99,1,1,1,9.989,9.699,8.705666666666668,8.705666666666668
2023-01-04,2,19,rebar,A,8.0,2000,753.18,0,197.63,2,1,0,9.885,9.989,9.0005,9.0005
2023-01-05,2,19,rebar,A,8.0,2000,785.14,0,250.75,3,1,0,9.888,9.885,9.178,9.178
2023-01-06,2,19,rebar,A,8.0,2000,778.79,0,220.94,4,1,0,10.105,9.888,9.332500000000001,9.332500000000001
2023-01-07,2,19,rebar,A,8.0,2000,781.36,0,269.28,5,1,0,5.555,10.105,8.792857142857143,8.792857142857143
2023-01-08,2,19,rebar,A,8.0,2000,786.94,0,124.29,6,1,0,5.159,5.555,8.611428571428572,8.338625
2023-01-09,2,19,rebar,A,8.0,2000,765.22,0,205.17,0,1,0,10.157,5.159,8.676857142857143,8.540666666666667
2023-01-10,2,19,rebar,A,8.0,2000,788.59,0,163.56,1,1,0,10.042,10.157,8.68442857142857,8.6908
2023-01-11,2,19,rebar,A,8.0,2000,766.96,0,119.05,2,1,0,10.1,10.042,8.715142857142856,8.81890909090909
2023-01-12,2,19,rebar,A,8.0,2000,761.86,0,147.4,3,1,0,10.589,10.1,8.815285714285714,8.966416666666666
2023-01-13,2,19,rebar,A,8.0,2000,760.77,0,137.0,4,1,0,10.207,10.589,8.829857142857144,9.061846153846155
2023-01-14,2,19,rebar,A,8.0,2000,785.85,0,144.43,5,1,0,5.824,10.207,8.868285714285715,8.830571428571428
2023-01-15,2,19,rebar,A,8.0,2000,772.43,0,256.86,6,1,0,6.768,5.824,9.098142857142857,8.693066666666665
2023-01-16,2,19,rebar,A,8.0,2000,786.73,0,238.28,0,1,0,10.508,6.768,9.148285714285715,8.8065
2023-01-17,2,19,rebar,A,8.0,2000,768.13,0,96.78,1,1,0,10.843,10.508,9.262714285714285,8.92629411764706
2023-01-18,2,19,rebar,A,8.0,2000,786.17,0,171.4,2,1,0,10.187,10.843,9.275142857142857,8.996333333333332
2023-01-19,2,19,rebar,A,8.0,2000,789.48,0,155.69,3,1,0,9.764,10.187,9.157285714285715,9.036736842105263
2023-01-20,2,19,rebar,A,8.0,2000,787.24,0,272.66,4,1,0,10.302,9.764,9.170857142857143,9.1
2023-01-21,2,19,rebar,A,8.0,2000,758.13,0,249.6,5,1,0,6.732,10.302,9.300571428571429,8.987238095238094
2023-01-22,2,19,rebar,A,8.0,2000,774.95,0,188.18,6,1,0,5.917,6.732,9.179,8.847681818181819
2023-01-23,2,19,rebar,A,8.0,2000,782.42,0,188.18,0,1,0,9.986,5.917,9.104428571428572,8.897173913043478
2023-01-24,2,19,rebar,A,8.0,2000,765.78,0,200.65,1,1,0,10.282,9.986,9.024285714285714,8.954875
2023-01-25,2,19,rebar,A,8.0,2000,778.06,0,208.71,2,1,0,10.481,10.282,9.066285714285714,9.01592
2023-01-26,2,19,rebar,A,8.0,2000,768.56,0,193.42,3,1,0,10.217,10.481,9.131,9.062115384615385
2023-01-27,2,19,rebar,A,8.0,2000,764.03,0,196.29,4,1,0,10.421,10.217,9.148,9.112444444444444
2023-01-28,2,19,rebar,A,8.0,2000,757.68,0,171.5,5,1,0,6.95,10.421,9.179142857142859,9.035214285714286
2023-01-29,2,19,rebar,A,8.0,2000,781.78,0,168.7,6,1,0,6.153,6.95,9.212857142857143,8.935827586206896
2023-01-30,2,19,rebar,A,8.0,2000,761.59,0,241.69,0,1,0,11.1,6.153,9.372,9.007966666666666
2023-01-31,2,19,rebar,A,8.0,2000,776.73,0,216.42,1,1,0,10.568,11.1,9.412857142857144,9.145933333333335
2023-02-01,2,19,rebar,A,8.0,2000,766.02,0,309.0,2,2,0,10.909,10.568,9.474,9.186266666666667
2023-02-02,2,19,rebar,A,8.0,2000,777.92,0,189.57,3,2,0,10.797,10.909,9.556857142857142,9.213199999999999
2023-02-03,2,19,rebar,A,8.0,2000,776.22,0,285.25,4,2,0,10.348,10.797,9.546428571428573,9.228633333333333
2023-02-04,2,19,rebar,A,8.0,2000,786.64,0,257.98,5,2,0,6.395,10.348,9.467142857142857,9.1122
2023-02-05,2,19,rebar,A,8.0,2000,775.55,0,270.25,6,2,0,6.44,6.395,9.508142857142857,8.990033333333335
2023-02-06,2,19,rebar,A,8.0,2000,781.73,0,241.38,0,2,0,10.326,6.44,9.397571428571428,9.149066666666666
2023-02-07,2,19,rebar,A,8.0,2000,758.03,0,183.27,1,2,0,11.155,10.326,9.481428571428571,9.348933333333333
2023-02-08,2,19,rebar,A,8.0,2000,771.55,0,210.12,2,2,0,11.32,11.155,9.540142857142856,9.3877
2023-02-09,2,19,rebar,A,8.0,2000,782.43,0,160.57,3,2,0,11.198,11.32,9.597428571428571,9.426233333333332
2023-02-10,2,19,rebar,A,8.0,2000,764.8,0,188.84,4,2,0,11.868,11.198,9.814571428571428,9.485166666666666
2023-02-11,2,19,rebar,A,8.0,2000,753.98,0,193.25,5,2,0,6.867,11.868,9.882,9.3611
2023-02-12,2,19,rebar,A,8.0,2000,761.03,0,184.25,6,2,0,6.749,6.867,9.926142857142858,9.245833333333334
2023-02-13,2,19,rebar,A,8.0,2000,759.12,0,212.71,0,2,0,11.055,6.749,10.030285714285714,9.4202
2023-02-14,2,19,rebar,A,8.0,2000,774.17,0,200.98,1,2,0,10.675,11.055,9.961714285714285,9.550433333333332
2023-02-15,2,19,rebar,A,8.0,2000,676.99,1,136.89,2,2,0,20.271,10.675,11.24042857142857,9.875866666666667
2023-02-16,2,19,rebar,A,8.0,2000,685.2,1,219.14,3,2,0,19.204,20.271,12.384142857142859,10.154566666666666
2023-02-17,2,19,rebar,A,8.0,2000,766.45,0,255.8,4,2,0,11.626,19.204,12.349571428571428,10.202533333333331
2023-02-18,2,19,rebar,A,8.0,2000,788.78,0,254.87,5,2,0,6.927,11.626,12.358142857142857,10.107966666666668
2023-02-19,2,19,rebar,A,8.0,2000,763.35,0,208.42,6,2,0,6.63,6.927,12.341142857142856,9.985566666666667
2023-02-20,2,19,rebar,A,8.0,2000,763.68,0,209.58,0,2,0,11.403,6.63,12.390857142857143,10.141266666666668
2023-02-21,2,19,rebar,A,8.0,2000,774.7,0,195.17,1,2,0,11.599,11.403,12.522857142857145,10.330666666666668
2023-02-22,2,19,rebar,A,8.0,2000,753.5,0,215.49,2,2,0,11.977,11.599,11.338000000000003,10.397033333333333
2023-02-23,2,19,rebar,A,8.0,2000,786.86,0,246.26,3,2,0,10.664,11.977,10.117999999999999,10.409766666666666
2023-02-24,2,19,rebar,A,8.0,2000,783.29,0,235.21,4,2,0,11.311,10.664,10.072999999999999,10.437433333333333
2023-02-25,2,19,rebar,A,8.0,2000,772.04,0,217.69,5,2,0,6.572,11.311,10.022285714285715,10.315933333333334
2023-02-26,2,19,rebar,A,8.0,2000,770.94,0,175.85,6,2,0,6.678,6.572,10.029142857142856,10.191166666666668
2023-02-27,2,19,rebar,A,8.0,2000,775.42,0,125.58,0,2,0,10.887,6.678,9.955428571428572,10.3224
2023-02-28,2,19,rebar,A,8.0,2000,770.59,0,173.26,1,2,0,11.773,10.887,9.980285714285714,10.509733333333333
2023-03-01,2,19,rebar,A,8.0,2000,774.39,0,216.09,2,3,0,11.899,11.773,9.969142857142856,10.536366666666668
2023-03-02,2,19,rebar,A,8.0,2000,772.34,0,197.47,3,3,0,11.131,11.899,10.035857142857143,10.555133333333334
2023-03-03,2,19,rebar,A,8.0,2000,760.62,0,167.14,4,3,0,11.764,11.131,10.100571428571428,10.583633333333333
2023-03-04,2,19,rebar,A,8.0,2000,761.13,0,212.01,5,3,0,7.024,11.764,10.165142857142856,10.457866666666668
2023-03-05,2,19,rebar,A,8.0,2000,679.33,1,127.1,6,3,0,12.253,7.024,10.961571428571428,10.521366666666667
2023-03-06,2,19,rebar,A,8.0,2000,761.1,0,190.42,0,3,0,11.586,12.253,11.06142857142857,10.694400000000002
2023-03-07,2,19,rebar,A,8.0,2000,775.09,0,295.21,1,3,0,11.771,11.586,11.061142857142856,10.872099999999998
2023-03-08,2,19,rebar,A,8.0,2000,785.07,0,140.98,2,3,0,10.988,11.771,10.931,10.894166666666667
2023-03-09,2,19,rebar,A,8.0,2000,755.75,0,247.48,3,3,0,11.899,10.988,11.040714285714285,10.918966666666666
2023-03-10,2,19,rebar,A,8.0,2000,787.4,0,131.97,4,3,0,11.437,11.899,10.994,10.922866666666666
2023-03-11,2,19,rebar,A,8.0,2000,760.93,0,199.76,5,3,0,6.962,11.437,10.985142857142858,10.781666666666666
2023-03-12,2,19,rebar,A,8.0,2000,780.43,0,181.55,6,3,0,6.975,6.962,10.231142857142856,10.618566666666668
2023-03-13,2,19,rebar,A,8.0,2000,777.94,0,201.22,0,3,0,11.203,6.975,10.176428571428572,10.7631
2023-03-14,2,19,rebar,A,8.0,2000,772.34,0,208.02,1,3,0,11.91,11.203,10.196285714285713,10.935133333333335
2023-03-15,2,19,rebar,A,8.0,2000,753.84,0,144.65,2,3,0,12.2,11.91,10.369428571428571,10.9733
2023-03-16,2,19,rebar,A,8.0,2000,778.09,0,177.47,3,3,0,11.296,12.2,10.283285714285713,10.994
2023-03-17,2,19,rebar,A,8.0,2000,765.65,0,170.54,4,3,0,11.724,11.296,10.324285714285713,10.7091
2023-03-18,2,19,rebar,A,8.0,2000,766.34,0,339.22,5,3,0,7.695,11.724,10.428999999999998,10.325466666666667
2023-03-19,2,19,rebar,A,8.0,2000,772.05,0,166.76,6,3,0,7.508,7.695,10.505142857142857,10.1882
2023-03-20,2,19,rebar,A,8.0,2000,758.1,0,210.81,0,3,0,12.291,7.508,10.660571428571428,10.366999999999999
2023-03-21,2,19,rebar,A,8.0,2000,759.58,0,353.09,1,3,0,12.366,12.291,10.725714285714286,10.5582
2023-03-22,2,19,rebar,A,8.0,2000,770.25,0,164.96,2,3,0,11.836,12.366,10.673714285714285,10.572633333333332
2023-03-23,2,19,rebar,A,8.0,2000,754.42,0,190.96,3,3,0,12.494,11.836,10.844857142857142,10.602466666666665
2023-03-24,2,19,rebar,A,8.0,2000,763.27,0,220.55,4,3,0,11.217,12.494,10.772428571428572,10.577133333333334
2023-03-25,2,19,rebar,A,8.0,2000,764.85,0,196.54,5,3,0,7.309,11.217,10.717285714285712,10.465300000000001
2023-03-26,2,19,rebar,A,8.0,2000,764.88,0,199.05,6,3,0,7.596,7.309,10.729857142857142,10.341466666666665
2023-03-27,2,19,rebar,A,8.0,2000,753.47,0,219.13,0,3,0,12.501,7.596,10.759857142857143,10.5391
2023-03-28,2,19,rebar,A,8.0,2000,755.51,0,236.18,1,3,0,12.463,12.501,10.773714285714286,10.731933333333332
2023-03-29,2,19,rebar,A,8.0,2000,759.35,0,193.11,2,3,0,11.921,12.463,10.785857142857143,10.766399999999999
2023-03-30,2,19,rebar,A,8.0,2000,766.32,0,147.75,3,3,0,11.317,11.921,10.617714285714285,10.7512
2023-03-31,2,19,rebar,A,8.0,2000,766.29,0,240.26,4,3,0,11.879,11.317,10.712285714285715,10.750533333333333
2023-04-01,2,19,rebar,A,8.0,2000,782.24,0,155.06,5,4,0,7.362,11.879,10.719857142857142,10.624899999999998
2023-04-02,2,19,rebar,A,8.0,2000,789.51,0,183.86,6,4,0,6.57,7.362,10.573285714285715,10.451766666666666
2023-04-03,2,19,rebar,A,8.0,2000,785.58,0,177.78,0,4,0,11.629,6.57,10.448714285714285,10.605266666666665
2023-04-04,2,19,rebar,A,8.0,2000,781.16,0,121.02,1,4,0,11.698,11.629,10.339428571428572,10.586766666666668
2023-04-05,2,19,rebar,A,8.0,2000,774.51,0,233.47,2,4,0,11.691,11.698,10.306571428571429,10.590266666666666
2023-04-06,2,19,rebar,A,8.0,2000,774.75,0,206.67,3,4,0,12.633,11.691,10.49457142857143,10.619
2023-04-07,2,19,rebar,A,8.0,2000,765.52,0,229.54,4,4,0,11.335,12.633,10.416857142857141,10.630566666666668
2023-04-08,2,19,rebar,A,8.0,2000,771.2,0,231.03,5,4,0,7.243,11.335,10.399857142857144,10.475366666666668
2023-04-09,2,19,rebar,A,8.0,2000,788.41,0,199.33,6,4,0,6.805,7.243,10.43342857142857,10.320966666666667
2023-04-10,2,19,rebar,A,8.0,2000,675.27,1,216.66,0,4,0,21.677,6.805,11.868857142857143,10.811466666666666
2023-04-11,2,19,rebar,A,8.0,2000,760.9,0,226.97,1,4,0,12.275,21.677,11.951285714285714,10.988133333333334
2023-04-12,2,19,rebar,A,8.0,2000,754.0,0,158.29,2,4,0,12.116,12.275,12.011999999999999,11.018566666666667
2023-04-13,2,19,rebar,A,8.0,2000,786.32,0,194.11,3,4,0,11.382,12.116,11.833285714285713,11.000966666666667
2023-04-14,2,19,rebar,A,8.0,2000,789.26,0,249.84,4,4,0,11.15,11.382,11.806857142857144,10.965966666666667
2023-04-15,2,19,rebar,A,8.0,2000,768.78,0,202.62,5,4,0,6.719,11.15,11.732,10.8134
2023-04-16,2,19,rebar,A,8.0,2000,780.81,0,233.48,6,4,0,6.729,6.719,11.721142857142857,10.6469
2023-04-17,2,19,rebar,A,8.0,2000,755.99,0,158.67,0,4,0,12.069,6.729,10.348571428571429,10.792699999999998
2023-04-18,2,19,rebar,A,8.0,2000,781.51,0,149.43,1,4,0,11.013,12.069,10.168285714285714,10.909533333333334
2023-04-19,2,19,rebar,A,8.0,2000,763.23,0,177.56,2,4,0,11.861,11.013,10.131857142857143,10.895199999999999
2023-04-20,2,19,rebar,A,8.0,2000,773.86,0,181.79,3,4,0,11.542,11.861,10.154714285714286,10.867733333333332
2023-04-21,2,19,rebar,A,8.0,2000,784.84,0,196.67,4,4,0,11.731,11.542,10.237714285714286,10.864233333333335
2023-04-22,2,19,rebar,A,8.0,2000,756.71,0,156.82,5,4,0,7.113,11.731,10.293999999999999,10.684866666666668
2023-04-23,2,19,rebar,A,8.0,2000,756.5,0,195.27,6,4,0,7.753,7.113,10.440285714285713,10.5694
2023-04-24,2,19,rebar,A,8.0,2000,756.25,0,101.93,0,4,0,12.16,7.753,10.453285714285714,10.7311
2023-04-25,2,19,rebar,A,8.0,2000,767.76,0,166.3,1,4,0,11.837,12.16,10.571,10.872466666666668
2023-04-26,2,19,rebar,A,8.0,2000,772.45,0,228.06,2,4,0,11.191,11.837,10.475285714285715,10.8288
2023-04-27,2,19,rebar,A,8.0,2000,763.42,0,230.29,3,4,0,12.563,11.191,10.621142857142857,10.832133333333333
2023-04-28,2,19,rebar,A,8.0,2000,776.7,0,249.93,4,4,0,11.454,12.563,10.581571428571428,10.816566666666667
2023-04-29,2,19,rebar,A,8.0,2000,777.17,0,127.59,5,4,0,7.024,11.454,10.568857142857143,10.673466666666666
2023-04-30,2,19,rebar,A,8.0,2000,760.06,0,288.41,6,4,0,7.213,7.024,10.491714285714286,10.517933333333334
2023-05-01,2,19,rebar,A,8.0,2000,790.49,0,247.1,0,5,0,11.354,7.213,10.376571428571427,10.651000000000002
2023-05-02,2,19,rebar,A,8.0,2000,758.72,0,119.02,1,5,0,11.749,11.354,10.364,10.823633333333333
2023-05-03,2,19,rebar,A,8.0,2000,759.86,0,191.28,2,5,0,11.652,11.749,10.429857142857143,10.8244
2023-05-04,2,19,rebar,A,8.0,2000,769.99,0,296.96,3,5,0,11.206,11.652,10.236,10.807999999999998
2023-05-05,2,19,rebar,A,8.0,2000,789.04,0,182.0,4,5,0,11.322,11.206,10.217142857142857,10.7957
2023-05-06,2,19,rebar,A,8.0,2000,754.8,0,264.76,5,5,0,7.549,11.322,10.292142857142858,10.626233333333335
2023-05-07,2,19,rebar,A,8.0,2000,774.59,0,268.7,6,5,0,6.828,7.549,10.237142857142857,10.475999999999999
2023-05-08,2,19,rebar,A,8.0,2000,759.65,0,183.63,0,5,0,11.536,6.828,10.263142857142856,10.6191
2023-05-09,2,19,rebar,A,8.0,2000,753.93,0,209.26,1,5,0,11.262,11.536,10.19357142857143,10.767666666666665
2023-05-10,2,19,rebar,A,8.0,2000,760.84,0,168.73,2,5,0,11.675,11.262,10.196857142857143,10.434266666666668
2023-05-11,2,19,rebar,A,8.0,2000,788.2,0,282.1,3,5,0,11.096,11.675,10.181142857142857,10.394966666666667
2023-05-12,2,19,rebar,A,8.0,2000,763.77,0,189.72,4,5,0,12.047,11.096,10.284714285714287,10.392666666666667
2023-05-13,2,19,rebar,A,8.0,2000,775.68,0,239.0,5,5,0,6.693,12.047,10.162428571428572,10.236366666666667
2023-05-14,2,19,rebar,A,8.0,2000,767.35,0,236.61,6,5,0,7.029,6.693,10.191142857142856,10.099
2023-05-15,2,19,rebar,A,8.0,2000,672.16,1,165.08,0,5,0,20.171,7.029,11.424714285714286,10.547400000000001
2023-05-16,2,19,rebar,A,8.0,2000,768.5,0,244.29,1,5,0,10.888,20.171,11.371285714285715,10.686033333333333
2023-05-17,2,19,rebar,A,8.0,2000,777.59,0,195.56,2,5,0,11.126,10.888,11.292857142857143,10.6546
2023-05-18,2,19,rebar,A,8.0,2000,772.69,0,151.15,3,5,0,10.658,11.126,11.230285714285714,10.642766666666667
2023-05-19,2,19,rebar,A,8.0,2000,779.71,0,225.81,4,5,0,11.657,10.658,11.174571428571427,10.635966666666667
2023-05-20,2,19,rebar,A,8.0,2000,790.36,0,253.75,5,5,0,5.99,11.657,11.074142857142858,10.4509
2023-05-21,2,19,rebar,A,8.0,2000,688.21,1,208.44,6,5,0,12.155,5.99,11.806428571428572,10.465033333333333
2023-05-22,2,19,rebar,A,8.0,2000,768.23,0,245.69,0,5,0,11.424,12.155,10.556857142857142,10.608733333333333
2023-05-23,2,19,rebar,A,8.0,2000,780.31,0,364.31,1,5,0,11.325,11.424,10.619285714285713,10.7278
2023-05-24,2,19,rebar,A,8.0,2000,769.62,0,166.17,2,5,0,11.234,11.325,10.634714285714285,10.696933333333334
2023-05-25,2,19,rebar,A,8.0,2000,776.3,0,113.9,3,5,0,11.537,11.234,10.760285714285715,10.686933333333332
2023-05-26,2,19,rebar,A,8.0,2000,764.16,0,292.36,4,5,0,10.901,11.537,10.652285714285714,10.677266666666666
2023-05-27,2,19,rebar,A,8.0,2000,753.08,0,137.71,5,5,0,6.672,10.901,10.749714285714287,10.4809
2023-05-28,2,19,rebar,A,8.0,2000,769.42,0,258.73,6,5,0,7.073,6.672,10.023714285714286,10.334866666666667
2023-05-29,2,19,rebar,A,8.0,2000,764.16,0,212.65,0,5,0,11.396,7.073,10.019714285714286,10.4806
2023-05-30,2,19,rebar,A,8.0,2000,775.19,0,224.53,1,5,0,11.052,11.396,9.980714285714285,10.608566666666666
2023-05-31,2,19,rebar,A,8.0,2000,764.34,0,173.03,2,5,0,11.252,11.052,9.983285714285715,10.605166666666666
2023-06-01,2,19,rebar,A,8.0,2000,786.28,0,155.59,3,6,0,10.276,11.252,9.803142857142857,10.556066666666664
2023-06-02,2,19,rebar,A,8.0,2000,752.46,0,117.63,4,6,0,11.009,10.276,9.81857142857143,10.534633333333334
2023-06-03,2,19,rebar,A,8.0,2000,763.98,0,250.47,5,6,0,6.419,11.009,9.782428571428571,10.375066666666667
2023-06-04,2,19,rebar,A,8.0,2000,785.77,0,189.33,6,6,0,6.198,6.419,9.657428571428571,10.204266666666667
2023-06-05,2,19,rebar,A,8.0,2000,775.87,0,241.99,0,6,0,10.471,6.198,9.525285714285713,10.301666666666668
2023-06-06,2,19,rebar,A,8.0,2000,753.22,0,222.04,1,6,0,11.11,10.471,9.53357142857143,10.4444
2023-06-07,2,19,rebar,A,8.0,2000,782.88,0,283.0,2,6,0,10.528,11.11,9.430142857142856,10.4108
2023-06-08,2,19,rebar,A,8.0,2000,778.03,0,230.15,3,6,0,10.778,10.528,9.501857142857144,10.394666666666668
2023-06-09,2,19,rebar,A,8.0,2000,765.24,0,296.87,4,6,0,10.839,10.778,9.477571428571428,10.366800000000001
2023-06-10,2,19,rebar,A,8.0,2000,775.0,0,197.7,5,6,0,6.093,10.839,9.431,10.200033333333332
2023-06-11,2,19,rebar,A,8.0,2000,764.88,0,127.28,6,6,0,6.451,6.093,9.467142857142857,10.013499999999999
2023-06-12,2,19,rebar,A,8.0,2000,760.17,0,238.03,0,6,0,11.219,6.451,9.574,10.164366666666666
2023-06-13,2,19,rebar,A,8.0,2000,775.07,0,142.71,1,6,0,10.25,11.219,9.451142857142857,10.271733333333334
2023-06-14,2,19,rebar,A,8.0,2000,779.01,0,314.91,2,6,0,10.23,10.25,9.40857142857143,9.940366666666668
2023-06-15,2,19,rebar,A,8.0,2000,773.08,0,152.22,3,6,0,10.61,10.23,9.38457142857143,9.931099999999999
2023-06-16,2,19,rebar,A,8.0,2000,783.55,0,162.72,4,6,0,10.568,10.61,9.345857142857144,9.9125
2023-06-17,2,19,rebar,A,8.0,2000,760.61,0,249.57,5,6,0,6.633,10.568,9.423,9.778333333333332
2023-06-18,2,19,rebar,A,8.0,2000,779.56,0,150.25,6,6,0,6.261,6.633,9.395857142857142,9.598466666666667
2023-06-19,2,19,rebar,A,8.0,2000,788.28,0,254.14,0,6,0,10.054,6.261,9.229428571428572,9.733933333333333
2023-06-20,2,19,rebar,A,8.0,2000,755.47,0,206.18,1,6,0,11.093,10.054,9.349857142857143,9.698533333333334
2023-06-21,2,19,rebar,A,8.0,2000,756.84,0,218.25,2,6,0,10.47,11.093,9.384142857142857,9.666733333333331
2023-06-22,2,19,rebar,A,8.0,2000,790.11,0,200.64,3,6,0,9.933,10.47,9.287428571428572,9.620333333333333
2023-06-23,2,19,rebar,A,8.0,2000,766.7,0,157.9,4,6,0,10.404,9.933,9.264,9.592666666666668
2023-06-24,2,19,rebar,A,8.0,2000,768.03,0,283.72,5,6,0,6.229,10.404,9.206285714285714,9.415733333333334
2023-06-25,2,19,rebar,A,8.0,2000,771.12,0,249.87,6,6,0,6.623,6.229,9.258000000000001,9.273133333333334
2023-06-26,2,19,rebar,A,8.0,2000,784.21,0,197.81,0,6,0,9.86,6.623,9.230285714285714,9.3794
2023-06-27,2,19,rebar,A,8.0,2000,756.25,0,226.19,1,6,0,10.623,9.86,9.163142857142857,9.497733333333334
2023-06-28,2,19,rebar,A,8.0,2000,774.23,0,99.98,2,6,0,10.359,10.623,9.147285714285715,9.463166666666666
2023-06-29,2,19,rebar,A,8.0,2000,773.64,0,164.7,3,6,0,10.372,10.359,9.209999999999999,9.440499999999998
2023-06-30,2,19,rebar,A,8.0,2000,753.95,0,185.5,4,6,0,10.155,10.372,9.174428571428573,9.403933333333333
2023-07-01,2,19,rebar,A,8.0,2000,772.85,0,260.56,5,7,0,5.828,10.155,9.117142857142856,9.255666666666666
2023-07-02,2,19,rebar,A,8.0,2000,768.36,0,262.93,6,7,0,5.822,5.828,9.002714285714285,9.082766666666666
2023-07-03,2,19,rebar,A,8.0,2000,754.68,0,164.1,0,7,0,10.593,5.822,9.10742857142857,9.221900000000002
2023-07-04,2,19,rebar,A,8.0,2000,770.49,0,149.95,1,7,0,9.479,10.593,8.944,9.331266666666666
2023-07-05,2,19,rebar,A,8.0,2000,786.67,0,203.67,2,7,0,9.499,9.479,8.821142857142856,9.298866666666665
2023-07-06,2,19,rebar,A,8.0,2000,771.16,0,189.0,3,7,0,9.579,9.499,8.707857142857142,9.247833333333334
2023-07-07,2,19,rebar,A,8.0,2000,790.63,0,117.54,4,7,0,9.163,9.579,8.566142857142857,9.202333333333334
2023-07-08,2,19,rebar,A,8.0,2000,757.93,0,184.54,5,7,0,5.509,9.163,8.52057142857143,9.0267
2023-07-09,2,19,rebar,A,8.0,2000,756.0,0,244.35,6,7,0,6.476,5.509,8.614,8.881266666666667
2023-07-10,2,19,rebar,A,8.0,2000,771.96,0,188.88,0,7,0,9.569,6.476,8.467714285714285,8.997133333333334
2023-07-11,2,19,rebar,A,8.0,2000,772.61,0,146.07,1,7,0,9.67,9.569,8.495,9.104433333333333
2023-07-12,2,19,rebar,A,8.0,2000,781.92,0,255.66,2,7,0,9.369,9.67,8.476428571428572,9.042766666666667
2023-07-13,2,19,rebar,A,8.0,2000,769.22,0,200.19,3,7,0,9.358,9.369,8.444857142857144,9.013033333333334
2023-07-14,2,19,rebar,A,8.0,2000,753.3,0,210.41,4,7,0,10.022,9.358,8.567571428571428,9.0061
2023-07-15,2,19,rebar,A,8.0,2000,758.94,0,163.13,5,7,0,5.742,10.022,8.600857142857143,8.843833333333333
2023-07-16,2,19,rebar,A,8.0,2000,769.53,0,215.56,6,7,0,5.952,5.742,8.526,8.689966666666667
2023-07-17,2,19,rebar,A,8.0,2000,779.41,0,187.58,0,7,0,9.303,5.952,8.488,8.778966666666667
2023-07-18,2,19,rebar,A,8.0,2000,776.35,0,200.28,1,7,0,9.384,9.303,8.447142857142858,8.883066666666666
2023-07-19,2,19,rebar,A,8.0,2000,788.27,0,204.47,2,7,0,8.775,9.384,8.362285714285715,8.840433333333333
2023-07-20,2,19,rebar,A,8.0,2000,767.07,0,282.26,3,7,0,9.669,8.775,8.406714285714285,8.792966666666667
2023-07-21,2,19,rebar,A,8.0,2000,762.56,0,235.42,4,7,0,9.294,9.669,8.302714285714286,8.753766666666667
2023-07-22,2,19,rebar,A,8.0,2000,771.6,0,230.03,5,7,0,5.528,9.294,8.272142857142857,8.606933333333334
2023-07-23,2,19,rebar,A,8.0,2000,754.47,0,153.01,6,7,0,5.811,5.528,8.251999999999999,8.453833333333334
2023-07-24,2,19,rebar,A,8.0,2000,772.43,0,241.74,0,7,0,9.377,5.811,8.262571428571428,8.558766666666665
2023-07-25,2,19,rebar,A,8.0,2000,775.11,0,133.71,1,7,0,9.192,9.377,8.235142857142858,8.6444
2023-07-26,2,19,rebar,A,8.0,2000,772.12,0,306.38,2,7,0,8.981,9.192,8.26457142857143,8.6151
